Sex,Age,PVD1,PVD2,PVD3rc,PVD4,PVD5rc,PVD6,PVD7,PVD8,PVD9,PVD10,PVD11rc,PVD12rc,PVD13rc,PVD14rc,PVD15,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6rc,SOIR7,SOIR8,SOIR9,GenHealth,INF_PREV_COMM,INF_PREV_FAM,INF_PREV_JOB,TDDS1,TDDS2,TDDS3,TDDS4,TDDS5,TDDS6,TDDS7,TDDS8,TDDS9,TDDS10,TDDS11,TDDS12,TDDS13,TDDS14,TDDS15,TDDS16,TDDS17,TDDS18,TDDS19,TDDS20,TDDS21
2,25,7,3,2,6,6,2,4,2,4,2,4,3,5,3,4,2,3,7,9,7,8,3,5,3,4,52,64,81,3,5,7,6,1,4,4,4,4,6,7,6,5,1,5,6,7,7,7,2,6
2,25,5,3,1,2,4,2,1,1,2,2,3,3,5,2,2,1,1,1,5,1,1,7,5,1,4,40, ,29,5,4,6,6,3,7,7,2,5,6,2,7,7,5,6,5,6,7,7,3,7
2,25,5,5,2,3,5,4,3,3,5,2,4,5,2,2,2,2,1,1,9,8,5,6,3,4,4,20,10,17,1,1,6,4,1,5,1,1,2,2,1,3,1,1,2,2,4,3,2,3,4
2,25,7,1,6,7,1,1,1,1,1,1,1,1,5,1,1,2,2,4,5,5,6,2,2,1,5,20,5,14,1,2,7,3,2,7,1,1,7,1,2,5,1,5,7,1,6,5,5,7,7
2,25,7,2,5,6,3,2,3,2,5,3,6,4,5,6,4,1,1,1,1,2,9,1,2,1,4,11,7,5,6,4,6,6,5,6,7,2,6,7,3,6,5,6,6,5,7,3,6,6,5
2,25,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,5,5,5,5,5,5,5,5,5,4,51,51,51,7,6,7,7,1,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,25,3,2,6,2,6,2,2,2,2,2,6,6,6,6,2,3,3,3,3,3,7,3,3,3,4,0,0,0,3,1,2,7,1,2,3,1,2,5,2,3,5,2,5,2,7,7,5,1,1
2,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,25,4,3,7,5,5,2,3,3,2,2,5,5,6,5,4,1,1,1,5,3,2,5,4,3,3,20,0,0,3,6,5,5,2,3,2,3,5,5,5,6,5,6,6,3,7,6,4,6,5
2,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,25,7,1,6,7,2,1,5,1,6,1,7,3,7,2,3,2,1,1,1,1,1,1,1,1,4,75,4,6,5,7,7,5,4,7,6,5,7,4,7,7,5,7,7,3,7,7,4,4,7
3,25,5,2,2,3,3,2,1,1,5,1,5,5,6,3,1,2,4,4,9,9,9,9,9,9,2,10,50,10,1,1,5,4,1,5,1,1,2,5,1,1,1,1,5,6,1,5,1,1,6
1,24,1,1,4,6,1,2,1,1,1,1,2,2,2,2,2,3,2,1,9,3,1,5,7,7,4, , , ,3,2,5,7,2,2,3,2,2,6,5,6,7,2,6,6,6,5,6,6,6
1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,24,6,4,4,6,5,2,4,4,3,4,6,4,5,4,4,1,1,1,9,7,7,7,7,3,3,25,25,25,2,4,5,6,4,4,2,4,5,6,4,5,4,4,4,4,4,2,4,4,4
1,24,4,5,2,5,3,6,5,6,5,4,3,3,2,4,5,6,7,6,6,7,3,6,7,6,3,38,43,39,5,5,6,5,6,5,6,4,5,6,5,6,5,6,4,5,4,5,4,4,5
1,24,5,6,4,5,3,7,6,4,5,6,2,3,3,2,5,5,7,8,8,6,3,6,3,6,4,34,62,72,5,4,6,7,5,7,5,6,5,3,6,5,4,5,5,4,3,6,4,6,4
1,24,6,5,3,6,6,4,3,4,4,3,3,4,3,4,5,7,6,7,8,7,4,6,7,6,4,76,86,88,6,5,6,5,4,5,6,6,5,6,6,4,5,6,6,5,6,5,6,5,4
1,24,7,5,1,6,2,7,6,5,6,7,1,2,1,3,6,7,5,6,8,7,2,6,7,8,5,88,89,75,7,5,6,7,6,7,5,7,5,7,6,7,5,7,7,6,7,5,7,6,7
1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,24,6,5,4,7,3,7,1,3,7,4,1,3,4,6,1,3,2,5,5,7,7,6,5,2,5,72,30,42,2,2,7,4,3,5,4,3,7,4,2,6,4,2,7,5,7,7,3,3,2
1,24,5,6,2,6,1,5,7,6,6,7,2,3,1,2,6,2,4,2,8,8,2,9,8,9,5,85,88,61,4,5,5,6,5,5,6,5,6,5,5,5,4,5,4,5,6,5,5,4,5
1,24,6,6,4,6,3,1,1,5,5,4,3,3,4,2,6,3,2,5,5,7,7,7,6,7,4,30,40,50,5,6,7,3,3,7,3,3,7,2,3,6,2,5,7,6,7,7,6,2,6
1,24,1,5,1,3,4,3,3,3,2,4,4,3,4,3,3,2,2,2,3,4,2,3,6,7,4,27,30,34,6,5,5,5,4,6,4,3,3,4,4,5,4,2,6,5,3,5,4,4,5
1,24,6,7,2,7,2,7,6,6,7,6,1,2,1,2,7,6,7,6,7,8,2,7,8,8,3,80,73,80,6,7,6,7,6,6,7,7,6,7,6,7,6,7,5,6,7,5,6,7,6
1,24,2,3,4,3,3,4,5,4,6,4,5,3,4,3,4,6,8,6,7,5,3,7,6,6,4,23,48,43,3,5,5,3,5,4,6,4,6,5,3,5,4,5,4,4,6,4,5,4,5
1,24,6,7,2,7,2,6,7,6,7,6,2,1,2,1,6,8,8,7,8,8,1,8,9,8,3,76,80,80,6, ,6,5,6,7,6,6,7,6,6,7,6,7,6,7,6,7,6,7,6
1,24,2,6,2,5,2,2,2,4,2,2,6,6,5,2,2,2,2,2,4,7,8,7,4,6,4,31,23,21,4,3,2,3,5,3,5,2,2,2,2,4,2,3,6,6,4,3,5,5,5
1,24,5,6,3,6,2,5,5,6,5,6,3,2,3,2,5,2,3,4,3,4,7,3,6,5,4,18,24,31,6,7,6,7,6,7,6,6,7,6,7,6,7,6,6,7,6,7,6,7,6
1,24,7,6,1,5,1,7,6,7,5,7,1,2,1,2,7,5,4,3,9,4,5,5,7,6,5,89,82,95,6,6,5,6,7,6,5,6,7,5,6,6,7,6,6,5,6,5,7,6,6
1,24,7,2,7,7,2,3,6,2,7,1,7,3,5,1,1,1,1,1,1,1,1,4,6,6,2,30,0,20,7,3,7,7,1,6,1,1,7,7,1,6,2,1,7,7,1,5,7,4,4
1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,24,5,5,6,7,4,5,2,5,3,5,3,3,6,5,4,7,1,3,9,9,9,2,1,3,3,20,20,35,4,6,7,3,6,6,2,3,5,3,4,5,2,4,5,2,6,5,2,5,6
1,24,5,2,5,3,3,2,3,3,5,2,3,5,3,5,5,1,3,7,9,9,6,6,1,1,3,8,3,3,3,4,7,4,1,3,5,2,2,5,3,7,5,2,3,3,6,6,6,2,2
1,24,5,7,3,3,7,5,7,5,1,5,3,2,7,3,7,2,1,1,3,1,9,4,6,7,3,73,50,67,1,1,6,5,1,4,5,1,7,5,7,3,7,1,2,3,7,2,7,1,7
1,24,7,1,5,7,5,1,7,1,7,1,6,7,3,4,2,7,6,8,9,9,9,3,5,2,5,15,10,10,6,1,7,7,1,2,5,1,1,7,1,2,7,1,2,4,4,5,6,1,2
1,24,5,1,2,6,1,1,4,1,1,1,7,1,2,1,1,2,3,3,9,9,9,1,1,1,5,9,1,1,3,2,6,6,1,3,4,1,4,5,4,4,4,4,4,3,6,5,4,4,4
1,24,6,6,2,5,2,6,6,5,7,6,2,2,3,2,6,6,7,7,7,8,2,7,8,7,4,40,44,47,6,6,5,6,6,6,5,6,6,5,6,5,6,6,6,5,6,5,6,6,6
1,24,6,5,2,5,2,7,6,5,5,5,2,3,3,3,6,8,7,8,8,7,3,8,8,7,3,72,75,79,6,6,5,6,6,6,5,6,5,5,6,6,5,6,6,6,5,6,6,5,5
1,24,7,4,3,3,5,4,2,3,6,4,6,4,6,4,3,7,4,9,9,9,9,5,5,7,4,50,0,15,6,4,7,5,4,5,2,1,3,6,1,7,4,1,4,3,1,5,4,3,5
1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,24,7,1,7,7,4,1,7,1,7,1,7,1,1,1,7,2,2,2,1,1,1,1,1,1,2,70,10,30,4,7,7,7,1,4,4,1,7,7,7,7,7,1,4,7,7,7,7,7,7
2,24,6,5,1,6,4,6,4,5,6,6,2,4,2,3,7,7,5,7,7,5,3,6,4,6,4,58,66,74,5,6,7,6,4,5,5,6,5,4,4,6,5,6,6,4,6,5,6,5,6
2,24,3,6,2,6,6,2,6,6,7,4,3,2,3,1,7,3,1,3,1,8,8,9,4,8,5,79,51,72,4,7,7,7,1,7,6,1,7,6,2,5,1,6,5,2,7,5,6,1,4
2,24,7,6,3,6,4,1,1,5,6,3,2,3,7,3,1,3,2,2,8,6,6,7,5,6,5,31,19,17,5,6,7,4,7,7,4,2,6,6,6,6,3,4,6,5,6,7,4,3,6
2,24,5,4,2,4,4,4,7,6,6,5,3,4,3,3,6,2,2,2,3,4,6,5,4,5,4,9,13,15,5,3,5,3,3,4,7,3,4,3,4,4,3,4,4,3,3,5,3,2,3
2,24,5,6,3,6,3,5,6,5,6,5,3,2,3,2,5,2,2,2,8,3,2,5,7,6,4,31,47,34,6,5,6,5,6,5,6,6,5,6,5,6,5,6,6,5,6,5,6,5,6
2,24,7,6,1,6,1,7,6,7,6,7,1,2,1,2,7,3,2,3,9,8,1,8,7,8,5,52,50,44,6,7,6,7,6,7,6,6,7,6,7,6,7,6,6,7,6,7,6,7,6
2,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,24,3,4,4,5,3,5,4,5,4,5,4,3,4,4,4,2,2,2,3,4,5,5,5,5,4,32,25,25,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5
2,24,7,6,1,2,6,6,5,6,5,6,2,3,2,3,6,2,3,2,1,2,9,1,2,1,4,46,32,39,6,7,6,7,6,7,6,6,7,6,7,6,7,6,6,7,6,7,6,7,6
2,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,24,5,6,2,6,2,5,6,6,5,6,3,2,3,2,7,3,4,2,7,3,3,6,4,4,3,55,59,66,5,6,5,6,6,6,7,6,6,7,6,6,6,7,6,7,6,5,6,7,5
2,24,5,3,4,6,3,5,3,5,6,5,3,6,4,3,6,7,5,7,6,5,3,7,4,5,4,73,38,60,6,6,5,5,6,6,5,5,6,6,3,5,4,5,6,5,4,3,5,6,6
2,24,6,3,7,6,4,2,7,4,2,4,4,4,5,4,5,1,1,1,2,1,1,7,1,1,1,30,5,20,7,1,6,7,6,4,6,4,7,6,4,6,7,7,7,4,7,3,6,6,6
2,24,7,4,3,3,5,3,5,3,1,3,7,5,6,6,1,2,8,8,9,9,9,2,2,2,2,20,6,14,3,6,7,3,2,4,3,1,3,3,2,4,4,1,3,3,5,4,4,1,4
2,24,6,6,2,4,6,6,5,6,1,5,7,6,5,5,4,2,2,1,3,3,1,1,1,1,2,73,45,1,2,3,5,5,2,5,4,1,5,6,6,4,4,6,6,4,7,4,4,2,3
2,24,5,5,3,5,3,5,3,5,4,5,3,4,3,3,4, , , , , , , , , ,2,6,3,1,4,5,4,5,6,5,5,5,4,5,5,4,3,5,5,3,5,4,5,6,5
2,24,7,4,5,7,7,7,1,6,1,6,1,7,1,3,3,2,2,1,9,9,7,4,5,4,2,22,0,0,1,5,7,4,3,1,6,1,5,7,4,7,7,1,6,7,4,2,1,2,7
2,24,6,7,7,7,7,7,7,7,2,7,6,7,7,7,4,2,4,4,7,3,6,2,2,3,3,15,1,2,4,6,7,4,4,4,6,4,4,5,3,7,4,4,7,4,5,7,4,5,7
2,24,7,2,7,4,3,2,5,3,5,2,6,6,7,4,4,2,7,6,5,4,4,3,1,3,3,30,7,12,4,2,3,5,2,5,1,4,4,3,4,4,4,5,6,6,5,5,5,4,3
2,24,7,1,5,1,4,4,1,1,1,1,1,3,3,3,1,6,9,9,7,7,8,6,6,6,3,5,2,1,1,1,7,7,1,3,1,1,7,7,1,7,5,1,7,7,7,7,4,1,7
2,24,2,5,5,4,4,2,3,5,6,3,5,6,5,5,5,5,4,3,4,3,4,7,5,5,3,50,28,95,2,4,2,5,4,5,3,3,4,2,4,5,3,4,5,3,3,2,5,4,5
2,24,3,3,2,5,3,3,2,5,3,6,3,3,2,2,2,2,1,1,3,2,6,3,3,2,3,7,1,2,3,2,5,5,6,3,5,3,6,5,3,3,2,3,3,2,5,6,3,5,5
2,24,7,7,3,6,6,6,6,6,4,6,7,6,7,6,7,3,6,8,8,6,7,7,6,2,3,60,0,40,4,5,6,6,2,4,4,2,4,6,5,6,6,2,5,4,7,6,6,3,7
2,24,7,4,4,5,2,2,2,1,2,1,6,3,3,3,3,2,6,7,9,9,7,6,2,5,3,30,10,25,2,4,5,6,1,4,4,2,5,6,4,6,7,2,6,6,7,5,4,3,7
2,24,6,4,3,6,4,2,5,4,3,3,6,4,5,4,5,3,2,1,3,2,3,2,3,2,3,1,0,0,3,4,7,6,2,5,4,3,5,6,5,6,5,4,6,4,6,7,4,6,7
2,24,7,7,3,7,7,7,7,7,7,7,4,7,7,7,5,2,2,4,8,8,9,6,5,5,3,50,71,40,4,4,6,7,4,6,6,2,4,6,6,7,6,2,5,5,7,7,6,4,6
2,24,4,4,4,4,4,4,4,4,4,3,4,5,4,4,4,2,2,2,4,4,6,5,4,4,4,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4
2,24,7,1,2,7,3,1,6,1,5,1,7,2,7,2,7,2,2,2,1,1,1,7,4,1,4,34,7,32,7,7,7,7,2,2,7,5,7,7,6,7,7,7,7,7,5,7,7,4,4
2,24, , , , , , , , , , , , , , , ,2,2,2,5,5,6,4,3,2,4,39,8,16,4,6,7,7,2,4,5,5,3,5,4,6,7,2,3,5,7,5,5,5,6
2,24,7,5,3,7,7,7,4,5,1,5,7,7,7,6,4,1,2,4,9,7,9,6,4,2,5,82,10,50,1,5,5,6,2,4,7,1,5,6,1,5,3,4,6,5,7,4,7,1,5
2,24,2,6,3,6,7,5,2,6,3,6,5,7,5,2,2,2,1,1,8,2,4,2,2,2,3,20,4,11,2,4,5,3,2,4,2,2,4,5,2,5,4,2,4,5,6,7,5,4,6
2,24,6,4,7,5,3,5,6,5,7,4,6,7,7,4,5,2,1,1,9,1,1,2,2,1,4,15,7,14,4,4,7,5,3,5,7,4,6,5,3,7,3,5,7,5,7,7,5,4,5
2,24,7,2,3,7,1,1,6,1,7,1,6,5,7,1,4,2,3,3,9,3,5,1,1,1,4,0,0,0,3,7,7,5,1,3,2,4,7,6,3,6,7,4,7,4,3,3,1,2,7
2,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,24,1,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,23,1,4,7,1,7,1,1,1,1,1,1,6,5,7,1,2,2,2,6,7,9,7,5,6,4, , , ,4,3,5,5,2,2,5,1,1,5,6,4,4,1,6,1,1,5,2,1,6
1,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,23,5,4,4,5,5,3,3,3,5,4,4,5,5,5,4,1,1,1,6,5,5,3,3,1,2,10,25,15,3,1,2,4,1,2,3,1,3,3,5,4,5,2,3,2,5,4,4,2,2
1,23,4,4,7,6,3,4,6,3,3,6,2,3,1,1,4,9,5,8,1,6,9,5,5,4,1,48,44,48,3,1,5,4,1,6,4,1,5,5,3,2,7,2,7,3,3,5,6,6,1
1,23,6,4,2,5,6,4,5,5,3,4,3,6,5,4,4,1,1,1,1,2,3,5,6,6,2,49,25,63,5,3,5,5,4,6,5,3,5,6,2,5,6,5,5,5,5,6,6,6,4
1,23,4,5,2,4,4,2,1,3,3,6,6,5,2,6,2,1,1,1,1,2,1,7,2,4,3,26,18,47,3,6,7,6,6,5,4,3,1,6,5,5,5,3,7,5,5,1,5,5,2
1,23,7,1,5,7,1,2,6,3,7,5,7,3,6,2,3,1,1,1,1,3,1,4,6,9,3,60,30,40,7,7,3,7,1,6,7,1,7,3,1,7,1,4,4,7,1,7,7,5,5
1,23,4,5,4,5,3,5,4,5,5,4,4,3,4,3,5,6,6,6,6,5,3,6,5,5,4,39,34,43,5,5,6,5,5,6,5,5,6,5,5,6,5,5,5,5,6,5,5,6,5
1,23,7,6,3,6,1,7,6,6,6,5,1,2,3,2,7,8,7,7,9,8,3,9,8,7,4,74,81,74,7,6,5,6,7,6,6,7,7,6,5,6,7,6,7,6,7,6,7,6,7
1,23,3,3,2,5,4,5,2,4,3,4,3,3,4,3,2,2,2,2,8,8,7,7,5,5,3,10,1,1,3,2,4,5,3,3,5,3,5,4,3,4,3,2,5,4,5,4,4,3,4
1,23,7,1,3,2,3,2,6,2,6,2,6,6,5,2,4, , , , , , , , , ,4,30,20,10,2,7,3,7,3,2,6,2,2,3,6,3,2,6,2,3,6,2,6,6,7
1,23,7,1,2,7,2,1,5,2,7,1,1,2,2,1,2,1,1,1,1,1,1,6,5,5,5,35, ,40,6,1,6,7,1,6,2,3,6,7,1,3,7,6,7,2,6,1,7,1,6
1,23,4,5,3,6,2,6,7,6,7,5,3,2,3,2,7,2,2,3,7,3,8,3,4,4,3,38,43,45,4,5,6,6,6,6,7,5,6,6,7,6,7,6,6,7,6,7,6,7,6
1,23,6,6,5,6,2,5,6,6,7,4,5,5,4,3,5,2,2,2,2,3,5,6,5,7,5,59,65,87,1,5,6,5,7,6,3,6,1,3,4,6,6,6,5,6,6,6,6,7,3
1,23,5,3,7,4,4,1,2,1,7,4,3,4,3,3,2,2,3,2,2,4,3,7,5,4,3,25, ,14,5,5,7,6,1,4,7,1,3,4,2,6,6,4,5,5,4,5,5,2,4
1,23,7,5,6,7,3,5,7,5,7,5,6,6,7,6,5,1,3,3,8,8,8,8,8,8,3,15,3,2,2,3,6,4,3,5,5,2,5,6,3,4,6,2,5,3,4,2,5,2,6
1,23,7,6,3,4,5,2,1,2,3,4,3,2,1,2,5,1,1,1,1,1,1,1,1,1,4,0,0,0,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6
1,23,5,4,3,7,6,2,2,2,4,2,6,5,2,3,2,1,1,1,1,1,1,1,1,1,5,10,0,0,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,6,7,7,6
1,23,4,3,3,4,5,2,2,2,3,2,6,6,4,6,2,1,1,1,1,1,1,1,1,1,4,10,0,0,7,7,7,7,6,4,6,7,4,7,7,6,7,7,5,7,7,5,7,7,3
1,23,5,4,5,5,6,5,3,6,4,5,2,5,3,3,3,3,5,4,8,7,7,8,8,7,4,11,4,2,7,6,7,6,5,6,5,5,6,5,6,4,6,4,6,5,4,6,6,5,7
1,23,6,4,3,6,3,4,4,4,4,3,3,3,5,3,4,8,6,7,7,5,3,6,3,7,3,64,42,53,6,4,5,3,4,5,4,4,6,5,4,4,6,6,5,4,5,6,5,5,5
1,23,5,5,6,3,6,5,6,5,2,4,5,5,6,5,4,1,1,1,5,5,5,2,2,2,3,61,33,45,5,2,5,5,2,4,6,2,5,4,2,5,4,4,5,5,2,4,5,5,3
1,23,2,5,4,6,5,2,4,3,6,2,6,2,5,4,5,2,8,5,3,7,5,3,7,4,3,29,65,44,2,3,6,4,4,2,6,2,5,3,4,7,4,2,2,5,4,6,3,5,4
1,23,5,3,3,3,5,3,5,3,4,5,5,3,2,2,2,2,1,1,1,1,2,2,7,5,4,23,33,27,7,2,5,7,6,2,3,2,3,7,2,7,3,6,3,5,6,7,3,7,7
1,23,3,2,4,4,5,3,4,4,2,5,4,5,5,4,3,2,1,1,3,3,7,4,3,6,4,39,35,33,2,2,2,2,3,3,2,2,3,3,2,4,3,3,3,2,2,3,1,2,2
1,23,4,3,3,5,4,5,4,5,5,6,3,4,5,4,5,4,6,8,7,5,4,6,7,5,5,61,43,53,4,5,3,5,6,6,4,4,5,5,4,3,3,5,5,4,3,5,5,4,4
1,23,6,4,3,5,3,4,6,5,4,4,5,3,3,4,5,7,6,6,6,6,5,4,7,6,5,58,43,41,6,4,5,6,4,5,4,5,4,5,4,4,5,5,6,4,4,5,5,4,5
1,23,5,2,2,7,2,3,2,2,7,1,2,2,5,2,2,4,3,5,8,8,8,5,4,7,4,33,9,13,3,5,7,6,2,5,6,4,3,5,4,6,5,1,3,3,6,7,6,2,3
2,23,6,4,4,6,5,4,4,4,5,2,3,5,4,4,3,2,8,8,9,9,9,2,2,1,2,33,19,31,6,5,6,7,2,5,7,1,3,5,2,5,7,1,5,7,7,7,6,2,6
2,23,7,4,1,1,7,1,1,7,1,5,1,7,5,7,1,1,1,1,9,9,9,8,8,8,3,0,0,0,1,3,3,7,1,3,1,1,3,7,2,5,7,1,3,7,7,7,3,1,7
2,23,7,4,3,7,5,3,2,5,5,2,2,6,5,3,1,1,1,1,7,2,3,2,1,1,3,45,32,55,6,6,6,6,2,3,4,3,4,5,6,3,5,5,7,1,7,6,4,5,3
2,23,5,4,5,3,4,6,5,4,3,3,2,3,4,4,4,6,6,8,7,5,3,7,5,3,5,65,67,50,6,5,4,5,5,6,5,6,5,5,5,4,5,6,6,6,4,5,5,4,5
2,23,5,6,2,6,3,5,6,6,6,5,3,3,2,3,6,7,8,7,7,8,3,8,7,7,3,66,55,70,5,3,2,3,5,6,3,3,4,3,4,4,4,3,6,5,6,7,6,7,6
2,23,6,7,2,6,4,7,6,7,6,7,2,1,2,1,6,3,4,3,6,5,3,5,7,6,3,54,42,52,6,7,6,7,6,7,6,6,7,6,7,6,7,6,7,6,7,6,7,6,7
2,23,5,6,3,5,2,5,6,5,5,5,3,2,4,3,6,2,2,3,8,3,4,7,6,4,3,53,52,61,5,5,5,6,6,5,6,5,5,5,4,5,4,5,5,6,5,4,5,5,5
2,23,3,3,2,2,3,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,3,3,2,2,4,12,1,61,2,3,6,7,1,5,6,1,3,6,5,5,6,4,4,4,6,4,5,1,6
2,23,7,4,1,7,5,1,2,2,1,2,5,3,6,4,4, , , , , , , , , ,2,20,5,20,3,3,3,4,2,2,2,2,2,6,4,3,4,2,2,6,7,4,5,2,3
2,23,7,6,1,6,7,5,1,5,2,5,4,7,6,7,2,2,5,7,8,8,8,4,3,1,3,24,9,14,6,2,7,7,1,6,3,1,6,6,5,7,4,3,7,6,7,7,5,1,6
2,23,7,7,7,7,6,2,6,6,6,3,4,6,7,5,6, , , , , , , , , ,3,20,9,10,6,3,7,6,5,5,6,1,6,5,6,7,5,5,7,5,7,7,6,6,5
2,23,7,3,2,1,4,1,7,4,1,3,3,4,6,5,4,1,2,4,9,1,1,9,5,5,3,53,25,11,7,5,7,7,1,4,7,1,4,7,5,7,7,1,5,7,7,5,7,1,7
2,23,4,3,3,2,5,3,2,3,1,2,2,5,2,4,2,2,1,1,8,6,6,3,1,1,4,20,0,17,3,3,5,6,1,2,3,2,1,4,3,4,4,2,2,2,7,5,4,2,2
2,23,5,3,3,5,4,3,4,3,5,3,3,5,4,5,4,1,1,1,3,1,1,4,3,2,4,51,20,50,7,5,7,7,3,5,7,3,5,4,5,5,7,7,5,7,6,7,7,7,7
2,23,6,2,2,6,6,2,3,2,2,2,5,2,3,2,2,6,3,3,9,9,5,5,5,6,4,23,7,8,6,2,6,6,1,2,6,3,5,6,6,6,7,1,5,7,7,5,6,1,5
2,23,7,1,7,7,4,1,1,1,7,1,6,3,4,1,5,2,2,4,8,6,9,1,1,1,4,16,31,0,6,7,7,7,1,1,5,4,6,5,6,6,7,7,7,3,5,4,5,1,6
2,23,7,5,4,5,6,4,6,6,7,5,7,4,7,4,5,2,2,1,6,2,2,1,1,1,4,40,20,32,7,4,7,7,2,3,6,2,7,5,3,6,6,3,6,6,7,7,5,3,6
2,23,1,6,1,3,7,1,1,2,1,2,1,6,2,5,1,2,1,1,9,1,1,3,1,1,4,20,5,1,3,5,6,4,3,5,5,3,5,4,5,5,4,3,6,4,6,6,4,3,5
2,23,7,2,3,5,2,1,6,1,4,1,6,2,6,3,5,2,3,2,5,2,1,8,5,4,4,70,10,2,2,3,5,3,1,2,2,3,5,4,4,5,3,1,6,3,4,6,3,2,3
2,23,5,4,5,4,3,1,1,3,1,1,3,4,3,3,7,4,2,7,8,7,9,6,3,2,4,33,8,20,4,5,5,6,2,7,4,1,4,7,5,5,7,1,7,7,4,7,7,6,6
2,23,6,2,4,7,3,2,4,1,1,1,6,2,5,2,4,2,2,3,8,2,6,2,1,1,4,80,86,40,6,4,6,7,1,7,6,1,4,7,4,6,7,4,7,7,7,6,7,4,7
2,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,23,5,4,6,6,3,1,3,1,2,1,7,4,3,1,2,3,1,2,5,4,4,2,1,1,5,25,0,0,4,1,7,7,1,4,3,7,6,5,7,4,6,1,5,3,7,6,4,1,3
2,23,7,6,2,7,7,5,4,5,1,5,5,7,6,6,2,2,2,2,9,9,9,7,5,9,2,31,58,0,3,4,6,7,1,3,3,1,5,6,2,7,5,1,6,7,7,7,7,7,7
2,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,23,4,5,2,2,4,4,5,5,4,3,4,6,5,5,1,2,3,4,9,9,9,7,7,6,3,52,78,39,3,1,4,7,1,3,2,1,3,3,1,4,3,2,4,3,7,2,3,1,4
2,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,22,7,4,2,7,2,2,4,3,6,3,2,3,6,3,3,3,2,2,7,7,8,5,6,4,4, , , ,5,3,6,6,2,4,5,1,5,4,3,6,6,3,6,3,6,4,4,4,5
1,22,7,5,3,2,5,2,5,3,5,3,6,5,5,5,6,2,2,3,7,6,7,8,3,4,4,7,7,5,2,6,7,2,3,5,2,4,3,2,4,5,2,4,5,2,7,4,2,3,6
1,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,22,2,2,5,3,6,2,2,3,3,4,6,5,4,6,3,3,2,3,1,1,7,3,3,4,3,50,60,45,2,5,3,4,3,4,2,6,5,4,5,4,5,5,4,4,4,3,3,5,4
1,22,6,2,3,6,1,2,3,1,4,1,3,1,3,1,2,1,1,1,5,6,6,6,7,4,4,62,50,69,5,7,6,4,3,6,4,3,5,5,3,6,4,4,6,4,5,6,4,3,6
